Date,110088.SH,113545.SH,113631.SH,123128.SZ,123156.SZ,127027.SZ,127061.SZ,110047.SH,110063.SH,110070.SH,110087.SH,110089.SH,110092.SH,111001.SH,111002.SH,111003.SH,111007.SH,111012.SH,113025.SH,113027.SH,113046.SH,113047.SH,113058.SH,113059.SH,113064.SH,113534.SH,113535.SH,113566.SH,113591.SH,113600.SH,113615.SH,113621.SH,113623.SH,113632.SH,113636.SH,113638.SH,113640.SH,113641.SH,113649.SH,113650.SH,113653.SH,113657.SH,113663.SH,118000.SH,118005.SH,118006.SH,118008.SH,118010.SH,118018.SH,118020.SH,118022.SH,118023.SH,118028.SH,118029.SH,123012.SZ,123013.SZ,123031.SZ,123046.SZ,123052.SZ,123057.SZ,123076.SZ,123078.SZ,123085.SZ,123091.SZ,123106.SZ,123118.SZ,123124.SZ,123126.SZ,123129.SZ,123144.SZ,123152.SZ,123158.SZ,123165.SZ,123166.SZ,123168.SZ,123169.SZ,127017.SZ,127018.SZ,127019.SZ,127020.SZ,127022.SZ,127025.SZ,127030.SZ,127031.SZ,127035.SZ,127042.SZ,127043.SZ,127053.SZ,127054.SZ,127056.SZ,127059.SZ,127062.SZ,127067.SZ,127068.SZ,127070.SZ,127073.SZ,127075.SZ,127078.SZ,128014.SZ,128039.SZ,128049.SZ,128063.SZ,128071.SZ,128072.SZ,128079.SZ,128081.SZ,128085.SZ,128095.SZ,128109.SZ,128111.SZ,128117.SZ,128123.SZ,128128.SZ,128130.SZ,128144.SZ,110060.SH,110064.SH,110068.SH,110074.SH,110075.SH,110080.SH,110082.SH,110086.SH,110091.SH,111000.SH,113024.SH,113030.SH,113044.SH,113054.SH,113505.SH,113519.SH,113526.SH,113530.SH,113546.SH,113549.SH,113570.SH,113574.SH,113578.SH,113593.SH,113595.SH,113597.SH,113598.SH,113608.SH,113609.SH,113622.SH,113637.SH,113644.SH,113646.SH,113651.SH,113652.SH,113654.SH,113656.SH,113658.SH,113664.SH,113665.SH,118009.SH,118014.SH,118016.SH,118017.SH,118019.SH,118025.SH,118026.SH,123002.SZ,123004.SZ,123010.SZ,123014.SZ,123034.SZ,123038.SZ,123044.SZ,123048.SZ,123049.SZ,123061.SZ,123063.SZ,123067.SZ,123071.SZ,123080.SZ,123089.SZ,123101.SZ,123103.SZ,123109.SZ,123112.SZ,123114.SZ,123120.SZ,123127.SZ,123130.SZ,123134.SZ,123136.SZ,123141.SZ,123142.SZ,123146.SZ,123147.SZ,123148.SZ,123149.SZ,123155.SZ,123159.SZ,123160.SZ,123161.SZ,123162.SZ,123163.SZ,127012.SZ,127014.SZ,127024.SZ,127029.SZ,127033.SZ,127034.SZ,127036.SZ,127039.SZ,127040.SZ,127041.SZ,127044.SZ,127047.SZ,127051.SZ,127052.SZ,127055.SZ,127064.SZ,127066.SZ,127071.SZ,127072.SZ,127074.SZ,127077.SZ,127079.SZ,128037.SZ,128041.SZ,128042.SZ,128044.SZ,128066.SZ,128070.SZ,128076.SZ,128120.SZ,128121.SZ,128125.SZ,128127.SZ,128132.SZ,128134.SZ,128138.SZ,128141.SZ,128143.SZ,110044.SH,110045.SH,110052.SH,110072.SH,110090.SH,111004.SH,111005.SH,111006.SH,111008.SH,111009.SH,111011.SH,113016.SH,113017.SH,113033.SH,113049.SH,113061.SH,113063.SH,113524.SH,113527.SH,113537.SH,113542.SH,113561.SH,113575.SH,113576.SH,113589.SH,113625.SH,113626.SH,113627.SH,113628.SH,113629.SH,113633.SH,113643.SH,113655.SH,113659.SH,113662.SH,123011.SZ,123039.SZ,123072.SZ,123075.SZ,123088.SZ,123093.SZ,123154.SZ,123174.SZ,127004.SZ,127007.SZ,127016.SZ,127037.SZ,127050.SZ,127063.SZ,127065.SZ,127069.SZ,128023.SZ,128056.SZ,128075.SZ,128082.SZ,128087.SZ,128090.SZ,128100.SZ,110055.SH,113565.SH,113584.SH,113605.SH,113634.SH,113647.SH,113648.SH,123056.SZ,123107.SZ,123133.SZ,123172.SZ,127015.SZ,127045.SZ,127046.SZ,127049.SZ,127060.SZ,127076.SZ,128017.SZ,128026.SZ,128030.SZ,128036.SZ,128106.SZ,128114.SZ,128119.SZ,128135.SZ,128142.SZ,110057.SH,110076.SH,113563.SH,113579.SH,113585.SH,113588.SH,113601.SH,113606.SH,113610.SH,113618.SH,113624.SH,113660.SH,118004.SH,118012.SH,123018.SZ,123029.SZ,123064.SZ,123065.SZ,123082.SZ,123090.SZ,123098.SZ,123099.SZ,123108.SZ,123113.SZ,123117.SZ,123119.SZ,123132.SZ,123135.SZ,123145.SZ,123150.SZ,123151.SZ,123171.SZ,127006.SZ,127028.SZ,127057.SZ,127058.SZ,128021.SZ,128025.SZ,128053.SZ,128062.SZ,128091.SZ,128097.SZ,128108.SZ,128124.SZ,128133.SZ,110043.SH,110053.SH,110059.SH,110067.SH,110073.SH,110079.SH,110083.SH,113011.SH,113013.SH,113021.SH,113037.SH,113042.SH,113043.SH,113050.SH,113052.SH,113055.SH,113056.SH,113057.SH,113060.SH,113062.SH,113065.SH,113516.SH,127005.SZ,127032.SZ,128034.SZ,128048.SZ,128116.SZ,128129.SZ,110058.SH,110062.SH,110081.SH,110085.SH,111010.SH,113045.SH,113053.SH,113504.SH,113569.SH,113573.SH,113577.SH,113582.SH,113594.SH,113596.SH,113602.SH,113604.SH,113616.SH,113619.SH,113639.SH,113661.SH,118003.SH,118007.SH,118011.SH,118013.SH,118015.SH,118021.SH,118024.SH,118027.SH,118030.SH,123015.SZ,123022.SZ,123025.SZ,123035.SZ,123050.SZ,123054.SZ,123059.SZ,123077.SZ,123083.SZ,123087.SZ,123096.SZ,123100.SZ,123104.SZ,123115.SZ,123116.SZ,123121.SZ,123122.SZ,123131.SZ,123138.SZ,123140.SZ,123143.SZ,123153.SZ,123157.SZ,123164.SZ,123167.SZ,123170.SZ,123173.SZ,127021.SZ,127026.SZ,127038.SZ,127080.SZ,128033.SZ,128035.SZ,128074.SZ,128078.SZ,128083.SZ,128101.SZ,128118.SZ,128122.SZ,128131.SZ,128136.SZ,128137.SZ,128140.SZ,110048.SH,110061.SH,110077.SH,110084.SH,113039.SH,113048.SH,113051.SH,113532.SH,123092.SZ,128105.SZ
2019-03-05,,,,,,,,-0.2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7407,1.0423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6281,-1.6044,1.0671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0806,1.1887,-0.2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1881,-3.1330,1.7545,0.1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5546,-4.4883,1.9836,0.8993,,,,,,,,,,,,,-2.9659,0.6302,3.0018,,,,,,,,,0.9432,0.5744,,,,,1.7823,1.9005,,,,,,,,,,,,,,,,,1.1032,,,,,,,,5.2685,-1.0715,,,,,,,3.7922,3.3955,,,,,,,,,,,,,,,,,,,,,,,0.4612,3.3697,0.2461,1.1754,,,,,,,,,,,,,,,,,,,,0.1993,,,,,,,,,,,,,,,,,,-0.4361,,,,0.7156,0.0213,2.4662,,,,,,,-0.4851,,,,,,,-2.0172,-2.4715,3.0308,,,,,,,,,,,,-1.8931,-1.4316,,-1.3617,-0.8859,,,,,,,,,,-0.3115,,,,,,,,,,,,,,,,,,,,,,-1.0700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4792,-0.2987,,,,,,,,,,,-0.6431,,,,,,,,,
2019-03-06,,,,,,,,-0.1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8762,-1.4763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1220,-2.2577,0.8219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7520,1.4394,-0.3488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0576,-2.9167,1.5067,-0.3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0740,-4.2297,1.6601,0.2201,,,,,,,,,,,,,-2.7612,0.6977,3.0032,,,,,,,,,-0.0589,0.3074,,,,,1.5519,1.4425,,,,,,,,,,,,,,,,,0.9669,,,,,,,,4.6390,-0.8409,,,,,,,3.3369,3.3972,,,,,,,,,,,,,,,,,,,,,,,0.2473,2.8845,0.1130,0.7896,,,,,,,,,,,,,,,,,,,,0.0107,,,,,,,,,,,,,,,,,,-0.6202,,,,0.2552,-0.2121,2.4674,,,,,,,-0.5385,,,,,,,-2.0040,-2.3772,3.0322,,,,,,,,,,,,-1.9056,-1.4324,,-1.5008,-0.8926,,,,,,,,,,-0.7571,,,,,,,,,,,,,,,,,,,,,,-2.5448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5304,-0.7959,,,,,,,,,,,-0.6434,,,,,,,,,
2019-03-07,,,,,,,,0.1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9548,-3.2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1641,-2.1751,0.8223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8412,1.4205,-0.3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8268,-2.4588,1.9364,-0.7308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0369,-4.7010,1.8857,0.3546,,,,,,,,,,,,,-2.9240,0.9065,3.0046,,,,,,,,,0.1086,0.3056,,,,,1.2938,1.4116,,,,,,,,,,,,,,,,,0.7454,,,,,,,,4.6554,-0.9039,,,,,,,3.3394,3.3988,,,,,,,,,,,,,,,,,,,,,,,0.3199,2.8362,0.2464,0.6131,,,,,,,,,,,,,,,,,,,,-0.4771,,,,,,,,,,,,,,,,,,-0.3132,,,,0.1961,0.0796,-0.4243,,,,,,,-0.7044,,,,,,,-1.4504,-2.5085,3.0337,,,,,,,,,,,,-2.7600,-1.5043,,-1.9173,-1.0717,,,,,,,,,,-0.4019,,,,,,,,,,,,,,,,,,,,,,-2.7662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6446,-0.5598,,,,,,,,,,,-0.4978,,,,,,,,,
2019-03-08,,,,,,,,0.7245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9773,-3.5870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9325,-1.3434,1.3018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3676,1.7655,0.0749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7199,-1.2462,2.3622,-0.5225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2853,-3.2893,2.1777,0.6926,,,,,,,,,,,,,-1.8705,1.2940,3.0060,,,,,,,,,0.4349,0.6768,,,,,1.8000,1.8300,,,,,,,,,,,,,,,,,1.1062,,,,,,,,5.2601,0.0000,,,,,,,3.7260,3.4004,,,,,,,,,,,,,,,,,,,,,,,0.5007,3.3664,-1.0769,-0.5325,,,,,,,,,,,,,,,,,,,,0.0458,,,,,,,,,,,,,,,,,,0.3134,,,,0.2160,0.4764,0.0448,,,,,,,-0.0867,,,,,,,-0.9440,-1.6267,3.0351,,,,,,,,,,,,-1.4331,-1.0514,,-1.0994,-0.3854,,,,,,,,,,-0.2196,,,,,,,,,,,,,,,,,,,,,,-2.7262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0202,-0.4126,,,,,,,,,,,-0.1080,,,,,,,,,
2019-03-11,,,,,,,,0.2707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3401,-2.8061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4880,-2.3608,0.8186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9862,0.6482,-0.0994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1577,-1.7532,1.8833,-2.4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0225,-3.6641,1.3638,0.6481,,,,,,,,,,,,,-2.4136,1.0747,3.0103,,,,,,,,,0.1169,0.4142,,,,,1.2931,1.6068,,,,,,,,,,,,,,,,,0.5948,,,,,,,,4.5989,-0.4404,,,,,,,3.2964,3.4053,,,,,,,,,,,,,,,,,,,,,,,0.3432,2.8230,-2.0521,-1.5934,,,,,,,,,,,,,,,,,,,,-0.1081,,,,,,,,,,,,,,,,,,0.1122,,,,-0.3503,0.0700,-0.5330,,,,,,,-0.1056,,,,,,,-0.9216,-2.0372,3.0395,,,,,,,,,,,,-1.6136,-1.1298,,-1.1015,-0.5276,,,,,,,,,,-0.5980,,,,,,,,,,,,,,,,,,,,,,-3.6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1738,-0.9700,,,,,,,,,,,-0.2964,,,,,,,,,
2019-03-12,,,,,,,,0.1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4692,-5.5159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4006,-2.9414,0.6528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8284,0.7816,-0.2382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6643,-2.0395,1.5136,-1.7267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0241,-3.8801,1.2760,0.5104,,,,,,,,,,,,,-4.0938,0.9449,3.0117,,,,,,,,,-0.1671,-1.0573,,,,,1.1431,1.5293,,,,,,,,,,,,,,,,,0.5900,,,,,,,,4.3618,-0.9480,,,,,,,3.0021,3.4069,,,,,,,,,,,,,,,,,,,,,,,0.2290,2.5488,-2.4834,-2.1689,,,,,,,,,,,,,,,,,,,,-0.1066,,,,,,,,,,,,,,,,,,-0.1411,,,,-0.5677,-0.1357,-0.9678,,,,,,,-0.1264,,,,,,,-1.1052,-2.1634,3.0409,,,,,,,,,,,,-1.5225,-1.3041,,-1.1037,-0.5096,,,,,,,,,,-0.7650,,,,,,,,,,,,,,,,,,,,,,-3.6358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,-1.0869,,,,,,,,,,,-0.5334,,,,,,,,,
2019-03-13,,,,,,,,0.1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0617,-6.9351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3946,-2.0573,0.8760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9586,1.2615,-0.1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6249,-1.4324,1.5647,-1.3182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3736,-4.1565,1.4367,0.5991,,,,,,,,,,,,,-3.1016,1.0813,3.0132,,,,,,,,,-0.0198,-0.1227,,,,,1.5092,1.5811,,,,,,,,,,,,,,,,,0.6799,,,,,,,,4.4200,-0.3530,,,,,,,3.0768,3.4085,,,,,,,,,,,,,,,,,,,,,,,0.2950,2.6011,-2.0125,-0.5609,,,,,,,,,,,,,,,,,,,,0.1305,,,,,,,,,,,,,,,,,,0.1123,,,,-0.1578,0.1173,-0.6122,,,,,,,0.0227,,,,,,,-0.9007,-1.9643,3.0424,,,,,,,,,,,,-1.3574,-1.3322,,-1.0132,-0.3727,,,,,,,,,,-0.3762,,,,,,,,,,,,,,,,,,,,,,-2.8428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7510,-0.8759,,,,,,,,,,,-0.2616,,,,,,,,,
2019-03-14,,,,,,,,0.6004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3660,-3.6848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7179,-1.0048,1.2385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4549,1.7038,0.1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2791,-0.6218,1.9035,-0.4166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5838,-2.7974,1.8264,0.7376,,,,,,,,,,,,,-1.9518,1.0727,3.0146,,,,,,,,,0.4709,0.3186,,,,,1.8070,1.8516,,,,,,,,,,,,,,,,,1.0123,,,,,,,,4.6110,-0.0696,,,,,,,3.3251,3.4102,,,,,,,,,,,,,,,,,,,,,,,0.3618,2.8780,-1.4356,0.5046,,,,,,,,,,,,,,,,,,,,0.4774,,,,,,,,,,,,,,,,,,0.2577,,,,0.1724,0.7140,-0.3092,,,,,,,0.0684,3.0577,,,,,,-0.8925,-1.7334,3.0438,,,,,,,,,,,,-1.1690,-1.0183,,-0.8896,-0.2342,,,,,,,,,,-0.1435,,,,,,,,,,,,,,,,,,,,,,-1.6890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2860,-0.6209,,,,,,,,,,,-0.2617,,,,,,,,,
2019-03-15,,,,,,,,0.4662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3774,-6.8377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5363,-1.2187,1.0541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3377,1.5664,0.1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3840,-1.1372,1.8264,-0.4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4617,-2.5884,1.5250,0.5959,,,,,,,,,,,,,-2.1800,1.0061,3.0160,,,,,,,,,0.3962,0.4290,,,,,1.7523,1.5538,,,,,,,,,,,,,,,,,0.9370,,,,,,,,4.4735,-0.3300,,,,,,,3.2401,3.4118,,,,,,2.4777,,,,,,,,,,,,,,,,,0.2607,2.7346,-1.7605,-0.0184,,,,,,,,,,,,,,,,,,,,0.2781,,,,,,,,,,,,,,,,,,0.1690,,,,-0.0979,0.3228,-0.5414,,,,,,,0.0171,3.0592,,,,,,-0.8731,-1.8266,3.0453,,,,,,,,,,,,-1.3377,-0.9296,,-1.0860,-0.2341,,,,,,,,,,-0.3132,,,,,,,,,,,,,,,,,,,,,,-1.7226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0257,-0.5830,,,,,,,,,,,-0.3243,,,,,,,,,
2019-03-18,,,,,,,,-0.1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6183,-4.5013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1767,-1.5596,0.6804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0441,0.8345,-0.2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6733,-1.9208,1.5483,-0.9707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0858,-3.2260,1.0364,0.2198,,,,,,,,,,,,,-3.0226,0.6523,3.0204,,,,,,,,,0.4151,0.1492,,,,,1.4616,1.1021,,,,,,,,,,,,,,,,,0.4292,,,,,,,,4.1960,-0.7782,,,,,,,3.1594,3.4167,,,,,,2.4812,,,,,,,,,,,,,,,,,-0.2047,2.5629,-2.0436,-0.4369,,,,,,,,,,,,,,,,,,,,-0.9038,,,,,,,,,,,,,,,,,,-0.1601,,,,-0.5697,-0.0273,-0.7063,,,,,,,-0.2414,3.0635,,,,,,-1.2766,-2.0927,3.0496,,,,,,,,,,,,-1.7419,-1.2188,,-1.4067,-0.6476,,,,,,,,,,-0.4640,,,,,,,,,,,,,,,,,,,,,,-2.1427,2.4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4496,-0.8744,,,,,,,,,,,-0.6054,,,,,,,,,
2019-03-19,,,,,,,,-0.1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6263,-3.3697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0303,-1.5764,-1.2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9522,0.6900,-0.3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7997,-1.9358,1.5566,-1.1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1101,-3.1691,1.0454,0.0707,,,,,,,,,,,,,-5.3861,0.5023,3.0218,,,,,,,,,0.3283,-0.4197,,,,,1.1713,1.0825,,,,,,,,,,,,,,,,,0.4202,,,,,,,,4.2221,-2.1974,,,,,,,3.1611,3.4183,,,,,,2.4824,,,,,,,,,,,,,,,,,0.1455,2.5651,-2.1038,-1.3811,,,,,,,,,,,,,,,,,,,,-0.8711,,,,,,,,,,,,,,,,,,-0.2527,,,,-1.9849,-0.2133,-0.7138,,,,,,,-0.2734,3.0650,,,,,,-1.3408,-2.1732,1.6956,,,,,,,,,,,,-1.7869,-1.2367,,-1.4927,-0.8876,,,,,,,,,,-0.4787,,,,,,,,,,,,,,,,,,,,,,-2.4027,2.4453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4041,-1.2161,,,,,,,,,,,-1.0098,,,,,,,,,
2019-03-20,,,,,,,,-0.0921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3495,-3.1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9988,-1.5132,-2.1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8933,0.5668,-0.5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9783,-1.8410,1.4771,-1.0887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1334,-3.2019,1.2286,0.0758,,,,,,,,,,,,,-6.7808,0.6618,3.0232,,,,,,,,,0.3811,-0.6559,,,,,1.2498,0.8276,,,,,,,,,,,,,,,,,0.4377,,,,,,,,4.2533,-2.0912,,,,,,,3.2338,3.4200,,,,,,2.4835,,,,,,,,,,,,,,,,,-0.0399,2.5870,-1.7485,-0.8304,,,,,,,,,,,,,,,,,,,,-0.5060,,,,,,,,,,,,,,,,,,-0.2970,,,,-1.2350,-0.1802,-0.5280,,,,,,,-0.3109,3.0665,,,,,,-1.3526,-2.0858,1.7338,,,,,,,,,,,,-1.7201,-1.3064,,-1.5216,-0.8880,,,,,,,,,,-0.4410,,,,,,,,,,,,,,,,,,,,,,-2.0372,2.4464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5256,-0.9478,,,,,,,,,,,-0.9359,,,,,,,,,
2019-03-21,,,,,,,,-0.2493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5851,-3.2736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6555,-1.6849,-1.8214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6277,-0.6117,-0.7152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0494,-2.1402,0.7131,-1.0874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8915,-3.7092,0.9002,-0.1423,,,,,,,,,,,,,-9.5561,0.6604,3.0247,,,,,,,,,0.1516,-1.7874,,,,,1.0674,0.7595,,,,,,,,,,,,,,,,,0.4116,,,,,,,,4.0559,-3.6976,,,,,,,3.0120,3.4216,,,,,,2.4847,,,,,,,,,,,,,,,,,-0.0399,2.4523,-1.8777,-0.8658,,,,,,,,,,,,,,,,,,,,-0.7045,,,,,,,,,,,,,,,,,,-0.4511,,,,-1.6648,-0.4597,-0.7188,,,,,,,-0.3782,3.0679,,,,,,-1.4493,-2.3142,1.6116,,,,,,,,,,,,-1.8049,-1.6244,,-1.5225,-0.9848,,,,,,,,,,-0.6228,,,,,,,,,,,,,,,,,,,,,,-2.3782,2.4476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2531,-1.0475,,,,,,,,,,,-1.2978,,,,,,,,,
2019-03-22,,,,,,,,-0.1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0457,-2.6080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3023,-1.5629,-0.8850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435,-0.7740,-0.6437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8602,-1.7920,0.5510,-1.1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3506,,,,,,,,,,,,,,,,,,,,,,1.8385,-4.2517,0.9521,-0.8991,,,,,,,,,,,,,-9.4453,0.7339,3.0261,,,,,,,,,0.1176,-1.2498,,,,,1.1131,0.7113,,,,,,,,,,,,,,,,,0.5084,,,,,,,,3.7466,-2.7816,,,,,,,2.9832,1.9997,,,,,,2.4859,,,,,,,,,,,,,,,,,-0.0499,2.3672,-1.7679,-0.5260,,,,,,,,,,,,,,,,,,,,-0.8777,,,,,,,,,,,,,,,,,,-0.3272,,,,-1.5920,-0.2794,-0.9673,,,,,,,-0.3766,3.0694,,,,,,-1.4416,-2.3329,1.5416,,,,,,,,,,,,-1.7145,-1.5168,,-1.4272,-1.0222,,,,,,,,,,-0.7622,,,,,,,,,,,,,,,,,,,,,,-2.0011,2.4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1847,-0.9959,,,,,,,,,,,-1.3712,,,,,,,,,
2019-03-25,,,,,,,,0.0137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3990,-1.7374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7450,-1.3273,-0.3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4654,-0.0600,-0.5995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6031,-1.4550,0.5727,-0.5673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3525,,,,,,,,,,,,,,,,,,,,,,2.0227,-5.1449,1.0575,-0.6439,,,,,,,,,,,,,-8.1222,0.7584,3.0305,,,,,,,,,0.3559,-0.6522,,,,,1.4667,0.6517,,,,,,,,,,,,,,,,,0.5112,,,,,,,,3.9245,-1.7634,,,,,,,3.1448,2.0092,,,,,,2.4894,,,,,,,,,,,,,,,,,0.1004,2.4716,-1.6726,-0.5466,,,,,,,,,,,,,,,,,,,,-0.8663,,,,,,,,,,,,,,,,,,-0.1045,,,,-1.0002,-0.5789,-0.7300,,,,,,,-0.1481,3.0738,,,,,,-1.1285,-1.9522,1.7005,,,,,,,,,,,,-1.4563,-1.1540,,-1.1105,-0.5053,,,,,,,,,,-0.6117,,,,,,,,,,,,,,,,,,,,,,-1.9894,2.4522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2852,-0.6525,,,,,,,,,,,-0.8676,,,,,,,,,
